Id,Rate Category Id,Rate Category,Distance,Rate
0,3,Rates for White Products,731,0.918485
0,3,Rates for White Products,732,0.919114
0,3,Rates for White Products,733,0.919742
0,3,Rates for White Products,734,0.920371
0,3,Rates for White Products,735,0.921
0,3,Rates for White Products,736,0.921629
0,3,Rates for White Products,737,0.922258
0,3,Rates for White Products,738,0.922887
0,3,Rates for White Products,739,0.923515
0,3,Rates for White Products,740,0.924144
0,3,Rates for White Products,741,0.924773
0,3,Rates for White Products,742,0.925402
0,3,Rates for White Products,743,0.926031
0,3,Rates for White Products,744,0.92666
0,3,Rates for White Products,745,0.927288
0,3,Rates for White Products,746,0.927917
0,3,Rates for White Products,747,0.928546
0,3,Rates for White Products,748,0.929175
0,3,Rates for White Products,749,0.929804
0,3,Rates for White Products,750,0.930433
0,3,Rates for White Products,751,0.931061
0,3,Rates for White Products,752,0.93169
0,3,Rates for White Products,753,0.932319
0,3,Rates for White Products,754,0.932948
0,3,Rates for White Products,755,0.933577
0,3,Rates for White Products,756,0.934206
0,3,Rates for White Products,757,0.934834
0,3,Rates for White Products,758,0.935463
0,3,Rates for White Products,759,0.936092
0,3,Rates for White Products,760,0.936721
0,3,Rates for White Products,761,0.93735
0,3,Rates for White Products,762,0.937979
0,3,Rates for White Products,763,0.938607
0,3,Rates for White Products,764,0.939236
0,3,Rates for White Products,765,0.939865
0,3,Rates for White Products,766,0.940494
0,3,Rates for White Products,767,0.941123
0,3,Rates for White Products,768,0.941752
0,3,Rates for White Products,769,0.94238
0,3,Rates for White Products,770,0.943009
0,3,Rates for White Products,771,0.943638
0,3,Rates for White Products,772,0.944267
0,3,Rates for White Products,773,0.944896
0,3,Rates for White Products,774,0.945525
0,3,Rates for White Products,775,0.946153
0,3,Rates for White Products,776,0.946782
0,3,Rates for White Products,777,0.947411
0,3,Rates for White Products,778,0.94804
0,3,Rates for White Products,779,0.948669
0,3,Rates for White Products,780,0.949298
0,3,Rates for White Products,781,0.949926
0,3,Rates for White Products,782,0.950555
0,3,Rates for White Products,783,0.951184
0,3,Rates for White Products,784,0.951813
0,3,Rates for White Products,785,0.952442
0,3,Rates for White Products,786,0.953071
0,3,Rates for White Products,787,0.953699
0,3,Rates for White Products,788,0.954328
0,3,Rates for White Products,789,0.954957
0,3,Rates for White Products,790,0.955586
0,3,Rates for White Products,791,0.956215
0,3,Rates for White Products,792,0.956844
0,3,Rates for White Products,793,0.957472
0,3,Rates for White Products,794,0.958101
0,3,Rates for White Products,795,0.95873
0,3,Rates for White Products,796,0.959359
0,3,Rates for White Products,797,0.959988
0,3,Rates for White Products,798,0.960617
0,3,Rates for White Products,799,0.961245
0,3,Rates for White Products,800,0.961874
0,3,Rates for White Products,801,0.962503
0,3,Rates for White Products,802,0.963132
0,3,Rates for White Products,803,0.963761
0,3,Rates for White Products,804,0.96439
0,3,Rates for White Products,805,0.965018
0,3,Rates for White Products,806,0.965647
0,3,Rates for White Products,807,0.966276
0,3,Rates for White Products,808,0.966905
0,3,Rates for White Products,809,0.967534
0,3,Rates for White Products,810,0.968163
0,3,Rates for White Products,811,0.968791
0,3,Rates for White Products,812,0.96942
0,3,Rates for White Products,813,0.970049
0,3,Rates for White Products,814,0.970678
0,3,Rates for White Products,815,0.971307
0,3,Rates for White Products,816,0.971936
0,3,Rates for White Products,817,0.972564
0,3,Rates for White Products,818,0.973193
0,3,Rates for White Products,819,0.973822
0,3,Rates for White Products,820,0.974451
0,3,Rates for White Products,821,0.97508
0,3,Rates for White Products,822,0.975709
0,3,Rates for White Products,823,0.976337
0,3,Rates for White Products,824,0.976966
0,3,Rates for White Products,825,0.977595
0,3,Rates for White Products,826,0.978224
0,3,Rates for White Products,827,0.978853
0,3,Rates for White Products,828,0.979482
0,3,Rates for White Products,829,0.98011
0,3,Rates for White Products,830,0.980739
0,3,Rates for White Products,831,0.981368
0,3,Rates for White Products,832,0.981997
0,3,Rates for White Products,833,0.982626
0,3,Rates for White Products,834,0.983255
0,3,Rates for White Products,835,0.983883
0,3,Rates for White Products,836,0.984512
0,3,Rates for White Products,837,0.985141
0,3,Rates for White Products,838,0.98577
0,3,Rates for White Products,839,0.986399
0,3,Rates for White Products,840,0.987028
0,3,Rates for White Products,841,0.987656
0,3,Rates for White Products,842,0.988285
0,3,Rates for White Products,843,0.988914
0,3,Rates for White Products,844,0.989543
0,3,Rates for White Products,845,0.990172
0,3,Rates for White Products,846,0.990801
0,3,Rates for White Products,847,0.991429
0,3,Rates for White Products,848,0.992058
0,3,Rates for White Products,849,0.992687
0,3,Rates for White Products,850,0.993316
0,3,Rates for White Products,851,0.993945
0,3,Rates for White Products,852,0.994574
0,3,Rates for White Products,853,0.995202
0,3,Rates for White Products,854,0.995831
0,3,Rates for White Products,855,0.99646
0,3,Rates for White Products,856,0.997089
0,3,Rates for White Products,857,0.997718
0,3,Rates for White Products,858,0.998347
0,3,Rates for White Products,859,0.998975
0,3,Rates for White Products,860,0.999604
0,3,Rates for White Products,861,1.000233
0,3,Rates for White Products,862,1.000862
0,3,Rates for White Products,863,1.001491
0,3,Rates for White Products,864,1.00212
0,3,Rates for White Products,865,1.002748
0,3,Rates for White Products,866,1.003377
0,3,Rates for White Products,867,1.004006
0,3,Rates for White Products,868,1.004635
0,3,Rates for White Products,869,1.005264
0,3,Rates for White Products,870,1.005893
0,3,Rates for White Products,871,1.006521
0,3,Rates for White Products,872,1.00715
0,3,Rates for White Products,873,1.007779
0,3,Rates for White Products,874,1.008408
0,3,Rates for White Products,875,1.009037
0,3,Rates for White Products,876,1.009666
0,3,Rates for White Products,877,1.010294
0,3,Rates for White Products,878,1.010923
0,3,Rates for White Products,879,1.011552
0,3,Rates for White Products,880,1.012181
0,3,Rates for White Products,881,1.01281
0,3,Rates for White Products,882,1.013439
0,3,Rates for White Products,883,1.014067
0,3,Rates for White Products,884,1.014696
0,3,Rates for White Products,885,1.015325
0,3,Rates for White Products,886,1.015954
0,3,Rates for White Products,887,1.016583
0,3,Rates for White Products,888,1.017212
0,3,Rates for White Products,889,1.01784
0,3,Rates for White Products,890,1.018469
0,3,Rates for White Products,891,1.019098
0,3,Rates for White Products,892,1.019727
0,3,Rates for White Products,893,1.020356
0,3,Rates for White Products,894,1.020985
0,3,Rates for White Products,895,1.021613
0,3,Rates for White Products,896,1.022242
0,3,Rates for White Products,897,1.022871
0,3,Rates for White Products,898,1.0235
0,3,Rates for White Products,899,1.024129
0,3,Rates for White Products,900,1.024758
0,3,Rates for White Products,901,1.024808
0,3,Rates for White Products,902,1.024858
0,3,Rates for White Products,903,1.024908
0,3,Rates for White Products,904,1.024958
0,3,Rates for White Products,905,1.025008
0,3,Rates for White Products,906,1.025058
0,3,Rates for White Products,907,1.025108
0,3,Rates for White Products,908,1.025158
0,3,Rates for White Products,909,1.025208
0,3,Rates for White Products,910,1.025258
0,3,Rates for White Products,911,1.025308
0,3,Rates for White Products,912,1.025358
0,3,Rates for White Products,913,1.025408
0,3,Rates for White Products,914,1.025458
0,3,Rates for White Products,915,1.025508
0,3,Rates for White Products,916,1.025559
0,3,Rates for White Products,917,1.025609
0,3,Rates for White Products,918,1.025659
0,3,Rates for White Products,919,1.025709
0,3,Rates for White Products,920,1.025759
0,3,Rates for White Products,921,1.025809
0,3,Rates for White Products,922,1.025859
0,3,Rates for White Products,923,1.025909
0,3,Rates for White Products,924,1.025959
0,3,Rates for White Products,925,1.026009
0,3,Rates for White Products,926,1.026059
0,3,Rates for White Products,927,1.026109
0,3,Rates for White Products,928,1.026159
0,3,Rates for White Products,929,1.026209
0,3,Rates for White Products,930,1.026259
0,3,Rates for White Products,931,1.026309
0,3,Rates for White Products,932,1.026359
0,3,Rates for White Products,933,1.026409
0,3,Rates for White Products,934,1.026459
0,3,Rates for White Products,935,1.02651
0,3,Rates for White Products,936,1.02656
0,3,Rates for White Products,937,1.02661
0,3,Rates for White Products,938,1.02666
0,3,Rates for White Products,939,1.02671
0,3,Rates for White Products,940,1.02676
0,3,Rates for White Products,941,1.02681
0,3,Rates for White Products,942,1.02686
0,3,Rates for White Products,943,1.02691
0,3,Rates for White Products,944,1.02696
0,3,Rates for White Products,945,1.02701
0,3,Rates for White Products,946,1.02706
0,3,Rates for White Products,947,1.02711
0,3,Rates for White Products,948,1.02716
0,3,Rates for White Products,949,1.02721
0,3,Rates for White Products,950,1.02726
0,3,Rates for White Products,951,1.02731
0,3,Rates for White Products,952,1.02736
0,3,Rates for White Products,953,1.027411
0,3,Rates for White Products,954,1.027461
0,3,Rates for White Products,955,1.027511
0,3,Rates for White Products,956,1.027561
0,3,Rates for White Products,957,1.027611
0,3,Rates for White Products,958,1.027661
0,3,Rates for White Products,959,1.027711
0,3,Rates for White Products,960,1.027761
0,3,Rates for White Products,961,1.027811
0,3,Rates for White Products,962,1.027861
0,3,Rates for White Products,963,1.027911
0,3,Rates for White Products,964,1.027961
0,3,Rates for White Products,965,1.028011
0,3,Rates for White Products,966,1.028061
0,3,Rates for White Products,967,1.028111
0,3,Rates for White Products,968,1.028161
0,3,Rates for White Products,969,1.028211
0,3,Rates for White Products,970,1.028261
0,3,Rates for White Products,971,1.028312
0,3,Rates for White Products,972,1.028362
0,3,Rates for White Products,973,1.028412
0,3,Rates for White Products,974,1.028462
0,3,Rates for White Products,975,1.028512
0,3,Rates for White Products,976,1.028562
0,3,Rates for White Products,977,1.028612
0,3,Rates for White Products,978,1.028662
0,3,Rates for White Products,979,1.028712
0,3,Rates for White Products,980,1.028762
